line_item,period,value,ticker,company_name
Net Income Continuous Operations,2024-12-31,-5464855000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Continuous Operations,2023-12-31,-90518726000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Continuous Operations,2022-12-31,-40408492000000.0,GOTO.JK,GoTo Gojek Tokopedia
Tax Provision,2025-12-31,415081000000.0,GOTO.JK,GoTo Gojek Tokopedia
Tax Provision,2024-12-31,189025000000.0,GOTO.JK,GoTo Gojek Tokopedia
Tax Provision,2023-12-31,-115692000000.0,GOTO.JK,GoTo Gojek Tokopedia
Tax Provision,2022-12-31,-136064000000.0,GOTO.JK,GoTo Gojek Tokopedia
Pretax Income,2025-12-31,-1086604000000.0,GOTO.JK,GoTo Gojek Tokopedia
Pretax Income,2024-12-31,-5275830000000.0,GOTO.JK,GoTo Gojek Tokopedia
Pretax Income,2023-12-31,-90634418000000.0,GOTO.JK,GoTo Gojek Tokopedia
Pretax Income,2022-12-31,-40544556000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Non Operating Income Expenses,2025-12-31,44250000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Non Operating Income Expenses,2024-12-31,9838000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Non Operating Income Expenses,2023-12-31,43831000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Non Operating Income Expenses,2022-12-31,23627000000.0,GOTO.JK,GoTo Gojek Tokopedia
Special Income Charges,2025-12-31,-572540000000.0,GOTO.JK,GoTo Gojek Tokopedia
Special Income Charges,2024-12-31,-803690000000.0,GOTO.JK,GoTo Gojek Tokopedia
Special Income Charges,2023-12-31,-79310885000000.0,GOTO.JK,GoTo Gojek Tokopedia
Special Income Charges,2022-12-31,-11500900000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Special Charges,2025-12-31,-1423000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Special Charges,2024-12-31,344437000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Special Charges,2023-12-31,118546000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Special Charges,2022-12-31,1191000000.0,GOTO.JK,GoTo Gojek Tokopedia
Write Off,2025-12-31,0.0,GOTO.JK,GoTo Gojek Tokopedia
Write Off,2024-12-31,126718000000.0,GOTO.JK,GoTo Gojek Tokopedia
Write Off,2023-12-31,373204000000.0,GOTO.JK,GoTo Gojek Tokopedia
Write Off,2022-12-31,427005000000.0,GOTO.JK,GoTo Gojek Tokopedia
Impairment Of Capital Assets,2025-12-31,217133000000.0,GOTO.JK,GoTo Gojek Tokopedia
Impairment Of Capital Assets,2024-12-31,24421000000.0,GOTO.JK,GoTo Gojek Tokopedia
Impairment Of Capital Assets,2023-12-31,51625000000.0,GOTO.JK,GoTo Gojek Tokopedia
Impairment Of Capital Assets,2022-12-31,68832000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Non Operating Interest Income Expense,2025-12-31,37953000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Non Operating Interest Income Expense,2024-12-31,242396000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Non Operating Interest Income Expense,2023-12-31,266495000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Non Operating Interest Income Expense,2022-12-31,384839000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Other Finance Cost,2025-12-31,-85434000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Other Finance Cost,2024-12-31,-173376000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Other Finance Cost,2023-12-31,-188372000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Other Finance Cost,2022-12-31,-75944000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Expense Non Operating,2025-12-31,522716000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Expense Non Operating,2024-12-31,484363000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Expense Non Operating,2023-12-31,357777000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Expense Non Operating,2022-12-31,193271000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Income Non Operating,2025-12-31,475235000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Income Non Operating,2024-12-31,553383000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Income Non Operating,2023-12-31,435900000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Income Non Operating,2022-12-31,502166000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Income,2025-12-31,-378254000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Income,2024-12-31,-2240874000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Income,2023-12-31,-10278970000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Income,2022-12-31,-30329628000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Expense,2025-12-31,10954337000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Expense,2024-12-31,10721944000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Expense,2023-12-31,19971283000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Expense,2022-12-31,36198825000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Operating Expenses,2025-12-31,974464000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Operating Expenses,2024-12-31,975514000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Operating Expenses,2023-12-31,1704532000000.0,GOTO.JK,GoTo Gojek Tokopedia
Other Operating Expenses,2022-12-31,1850187000000.0,GOTO.JK,GoTo Gojek Tokopedia
Depreciation And Amortization In Income Statement,2025-12-31,748552000000.0,GOTO.JK,GoTo Gojek Tokopedia
Depreciation And Amortization In Income Statement,2024-12-31,744175000000.0,GOTO.JK,GoTo Gojek Tokopedia
Depreciation And Amortization In Income Statement,2023-12-31,2671148000000.0,GOTO.JK,GoTo Gojek Tokopedia
Depreciation And Amortization In Income Statement,2022-12-31,2912887000000.0,GOTO.JK,GoTo Gojek Tokopedia
Depreciation Income Statement,2025-12-31,748552000000.0,GOTO.JK,GoTo Gojek Tokopedia
Depreciation Income Statement,2024-12-31,744175000000.0,GOTO.JK,GoTo Gojek Tokopedia
Depreciation Income Statement,2023-12-31,2671148000000.0,GOTO.JK,GoTo Gojek Tokopedia
Depreciation Income Statement,2022-12-31,2912887000000.0,GOTO.JK,GoTo Gojek Tokopedia
Research And Development,2025-12-31,2152272000000.0,GOTO.JK,GoTo Gojek Tokopedia
Research And Development,2024-12-31,1756068000000.0,GOTO.JK,GoTo Gojek Tokopedia
Research And Development,2023-12-31,3517369000000.0,GOTO.JK,GoTo Gojek Tokopedia
Research And Development,2022-12-31,4642199000000.0,GOTO.JK,GoTo Gojek Tokopedia
Selling General And Administration,2025-12-31,7079049000000.0,GOTO.JK,GoTo Gojek Tokopedia
Selling General And Administration,2024-12-31,7246187000000.0,GOTO.JK,GoTo Gojek Tokopedia
Selling General And Administration,2023-12-31,12078234000000.0,GOTO.JK,GoTo Gojek Tokopedia
Selling General And Administration,2022-12-31,26793552000000.0,GOTO.JK,GoTo Gojek Tokopedia
Selling And Marketing Expense,2025-12-31,3090124000000.0,GOTO.JK,GoTo Gojek Tokopedia
Selling And Marketing Expense,2024-12-31,2849934000000.0,GOTO.JK,GoTo Gojek Tokopedia
Selling And Marketing Expense,2023-12-31,6430776000000.0,GOTO.JK,GoTo Gojek Tokopedia
Selling And Marketing Expense,2022-12-31,14087664000000.0,GOTO.JK,GoTo Gojek Tokopedia
General And Administrative Expense,2025-12-31,3988925000000.0,GOTO.JK,GoTo Gojek Tokopedia
General And Administrative Expense,2024-12-31,4396253000000.0,GOTO.JK,GoTo Gojek Tokopedia
General And Administrative Expense,2023-12-31,5647458000000.0,GOTO.JK,GoTo Gojek Tokopedia
General And Administrative Expense,2022-12-31,12705888000000.0,GOTO.JK,GoTo Gojek Tokopedia
Gross Profit,2025-12-31,10576083000000.0,GOTO.JK,GoTo Gojek Tokopedia
Gross Profit,2024-12-31,8481070000000.0,GOTO.JK,GoTo Gojek Tokopedia
Gross Profit,2023-12-31,9692313000000.0,GOTO.JK,GoTo Gojek Tokopedia
Gross Profit,2022-12-31,5869197000000.0,GOTO.JK,GoTo Gojek Tokopedia
Cost Of Revenue,2025-12-31,7746034000000.0,GOTO.JK,GoTo Gojek Tokopedia
Cost Of Revenue,2024-12-31,7413392000000.0,GOTO.JK,GoTo Gojek Tokopedia
Cost Of Revenue,2023-12-31,5093179000000.0,GOTO.JK,GoTo Gojek Tokopedia
Cost Of Revenue,2022-12-31,5479970000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Revenue,2025-12-31,18322117000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Revenue,2024-12-31,15894462000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Revenue,2023-12-31,14785492000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Revenue,2022-12-31,11349167000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Revenue,2025-12-31,18322117000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Revenue,2024-12-31,15894462000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Revenue,2023-12-31,14785492000000.0,GOTO.JK,GoTo Gojek Tokopedia
Operating Revenue,2022-12-31,11349167000000.0,GOTO.JK,GoTo Gojek Tokopedia
